# Note: auto-generated file (changes will be lost on update)
# Name; Value; Display; Description
fbc; "1.0"; no; "Split factor = Cjci0/Cjc0"
rbi0; "0.0"; no; "Internal base resistance at zero-bias (Ohm)"
vr0e; "2.5"; no; "forward Early voltage (normalization volt.) (V)"
vr0c; "1.0e6"; no; "forward Early voltage (normalization volt.) (V)"
fgeo; "0.656"; no; "Geometry factor"
rbx; "0.0"; no; "External base series resistance (Ohm)"
rcx; "0.0"; no; "Emitter series resistance (Ohm)"
re; "0.0"; no; "External collector series resistance (Ohm)"
itss; "0.0"; no; "Substrate transistor transfer saturation current (A)"
msf; "1.0"; no; "Substrate transistor transfer current non-ideality factor"
iscs; "0.0"; no; "SC saturation current (A)"
msc; "1.0"; no; "SC non-ideality factor"
cjs0; "1.0e-20"; no; "Zero-bias SC depletion capacitance (F)"
vds; "0.3"; no; "SC built-in voltage (V)"
zs; "0.3"; no; "External SC exponent factor"
vpts; "100.0"; no; "SC punch-through voltage (V)"
cbcpar; "0.0"; no; "Collector-base isolation (overlap) capacitance (F)"
cbepar; "0.0"; no; "Emitter-base oxide capacitance (F)"
eavl; "0.0"; no; "Exponent factor"
kavl; "0.0"; no; "Prefactor"
kf; "0.0"; no; "flicker noise coefficient (M^(1-AF))"
af; "2.0"; no; "flicker noise exponent factor"
vgb; "1.2"; no; "Bandgap-voltage (V)"
vge; "1.17"; no; "Effective emitter bandgap-voltage (V)"
vgc; "1.17"; no; "Effective collector bandgap-voltage (V)"
vgs; "1.17"; no; "Effective substrate bandgap-voltage (V)"
f1vg; "-1.02377e-4"; no; "Coefficient K1 in T-dependent bandgap equation (V/K)"
f2vg; "4.3215e-4"; no; "Coefficient K2 in T-dependent bandgap equation (V/K)"
alt0; "0.0"; no; "Frist-order TC of tf0 (1/K)"
kt0; "0.0"; no; "Second-order TC of tf0 (1/K^2)"
zetact; "3.0"; no; "Exponent coefficient in transfer current temperature dependence"
zetabet; "3.5"; no; "Exponent coefficient in BE junction current temperature dependence"
zetaci; "0.0"; no; "TC of epi-collector diffusivity"
alvs; "0.0"; no; "Relative TC of satur.drift velocity (1/K)"
alces; "0.0"; no; "Relative TC of vces (1/K)"
zetarbi; "0.0"; no; "TC of internal base resistance"
zetarbx; "0.0"; no; "TC of external base resistance"
zetarcx; "0.0"; no; "TC of external collector resistance"
zetare; "0.0"; no; "TC of emitter resistances"
zetaiqf; "0.0"; no; "TC of iqf (bandgap coefficient of zero bias hole charge)"
alkav; "0.0"; no; "TC of avalanche prefactor, identical to alfav of Hicum/L2 (1/K)"
aleav; "0.0"; no; "TC of avalanche exponential factor, identical to alqav of Hicum/L2 (1/K)"
flsh; "0"; no; "Flag for self-heating calculation"
rth; "0.0"; no; "Thermal resistance (K/W)"
zetarth; "0.0"; no; "Exponent factor for temperature dependent thermal resistance"
cth; "0.0"; no; "Thermal capacitance (Ws/K)"
tnom; "27"; no; "Temperature for which parameters are valid (C)"
dt; "0.0"; no; "Temperature change for particular transistor (K)"
delte; "0.0"; no; "Emitter part coefficient of the zero bias hole charge temperature variation"
deltc; "0.0"; no; "Collector part coefficient of the zero bias hole charge temperature variation"
zetaver; "0.0"; no; "Bandgap TC parameter of ver"
zetavef; "0.0"; no; "Bandgap TC parameter of vef"
ibhrec; "0.0"; no; "Specific recombination current at the BC barrier for high forward injection (A)"
Temp; "27"; no; "simulation temperature"
